Year Month,Neighborhood,Arson,Assault,Burglary,Case Closure,Civil Sidewalks,Courtesy Report,Disorderly Conduct,Drug Offense,Drug Violation,Embezzlement,Family Offense,Fire Report,Forgery And Counterfeiting,Fraud,Gambling,Homicide,"Human Trafficking (A), Commercial Sex Acts","Human Trafficking (B), Involuntary Servitude","Human Trafficking, Commercial Sex Acts",Larceny Theft,Liquor Laws,Lost Property,Malicious Mischief,Miscellaneous Investigation,Missing Person,Motor Vehicle Theft,Motor Vehicle Theft?,Non-Criminal,Offences Against The Family And Children,Other,Other Miscellaneous,Other Offenses,Prostitution,Rape,Recovered Vehicle,Robbery,Sex Offense,Stolen Property,Suicide,Suspicious,Suspicious Occ,Traffic Collision,Traffic Violation Arrest,Vandalism,Vehicle Impounded,Vehicle Misplaced,Warrant,Weapons Carrying Etc,Weapons Offence,Weapons Offense,311 External Request,Abandoned Vehicle,Blocked Street or SideWalk,Catch Basin Maintenance,Color Curb,DPW Volunteer Programs,Damaged Property,Encampments,General Request,Graffiti,Homeless Concerns,Illegal Postings,Litter Receptacles,MUNI Feedback,Muni Employee Feedback,Muni Service Feedback,Noise Report,Parking Enforcement,Rec and Park Requests,Residential Building Request,SFHA Requests,Sewer Issues,Sidewalk or Curb,Sign Repair,Street Defects,Street and Sidewalk Cleaning,Streetlights,Temporary Sign Request,Tree Maintenance,Median Sale Price
201808,Western Addition,0,21,15,1,0,3,9,11,0,2,0,0,3,9,0,0,0,0,0,165,0,5,20,2,8,18,0,22,10,2,23,4,0,0,17,13,0,4,0,0,6,3,2,2,0,0,22,2,0,2,0,20,5,1,0,0,22,256,62,180,1,12,17,40,0,0,13,48,35,4,0,5,17,6,7,533,10,8,23,935000.0
201809,Bayview Hunters Point,3,68,42,3,0,2,21,14,0,0,3,0,2,12,0,0,0,0,0,121,0,18,50,13,18,50,0,50,23,3,65,5,0,0,38,14,0,7,0,0,13,2,4,1,1,0,21,14,0,8,2,300,5,2,3,2,17,131,133,48,0,19,13,72,0,0,29,254,18,4,13,52,12,13,13,1422,10,0,39,892500.0
201809,Bernal Heights,1,17,10,0,0,0,3,5,0,0,0,1,2,4,0,1,0,0,0,43,0,4,11,2,7,9,0,14,9,2,23,4,0,0,8,2,0,2,0,0,1,4,9,0,1,0,8,1,0,1,2,274,10,4,8,0,8,49,94,63,0,18,24,30,0,0,13,165,22,3,0,34,12,24,14,535,18,3,49,1426250.0
201809,Castro/Upper Market,1,25,13,2,18,0,13,7,0,1,0,1,3,7,0,0,0,0,0,113,0,16,20,0,3,7,0,17,9,2,28,1,0,0,7,8,0,3,0,0,9,0,3,1,0,1,15,0,0,2,0,45,15,0,3,0,18,242,106,157,0,13,20,48,0,0,23,122,10,4,0,41,25,8,15,517,9,6,24,1840666.6666666667
201809,Chinatown,0,11,8,0,0,14,7,0,0,0,1,0,1,7,0,0,0,0,0,73,0,27,8,2,3,8,0,26,10,1,7,1,1,0,3,5,1,0,0,0,8,0,2,0,0,1,9,4,0,5,0,1,3,0,0,0,16,14,13,53,0,2,3,9,0,0,4,31,6,1,0,6,7,5,2,242,3,1,0,855000.0
201809,Excelsior,0,9,16,0,0,1,3,5,0,0,2,0,1,3,0,0,0,0,0,19,2,4,8,4,9,10,1,9,5,1,33,3,0,0,4,10,0,1,0,0,6,0,10,0,0,0,14,0,0,1,4,118,2,1,4,0,12,33,76,124,0,16,27,19,0,0,11,294,10,5,0,39,17,53,12,522,10,0,22,1144333.3333333333
201809,Financial District/South Beach,2,49,71,3,0,1,20,11,0,4,0,0,3,38,0,0,24,0,0,542,0,51,38,2,8,25,0,52,13,4,100,4,45,0,15,38,0,6,0,0,19,0,13,1,2,0,38,2,0,2,6,9,41,1,1,0,85,637,154,138,1,25,140,105,0,0,53,126,13,2,0,10,33,21,16,987,28,37,8,1207600.0
201809,Glen Park,0,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,22,0,1,8,0,0,1,0,6,0,0,3,0,1,0,1,4,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,19,0,1,1,0,1,3,17,18,0,1,11,15,0,0,7,37,12,0,0,3,5,6,5,59,4,0,16,1695000.0
201809,Golden Gate Park,0,2,9,2,0,0,1,1,0,0,0,0,1,7,0,0,0,0,0,80,0,2,9,2,8,8,0,11,3,0,8,0,0,0,2,2,0,1,0,0,5,0,2,0,0,0,3,0,0,0,2,2,1,1,0,0,3,15,14,42,0,7,1,11,0,0,0,4,74,0,0,1,1,12,4,69,9,0,2,0.0
201809,Haight Ashbury,0,9,2,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,46,0,3,9,1,9,9,0,16,3,0,1,3,0,1,3,1,0,0,0,0,2,0,0,0,0,0,9,0,0,5,0,110,9,2,3,0,7,39,51,228,0,29,21,24,0,0,26,106,16,0,0,21,7,9,13,501,3,11,23,1717600.0
201809,Hayes Valley,0,11,19,1,1,0,4,3,0,1,2,0,1,11,0,0,0,0,0,158,0,14,14,3,5,10,0,13,2,1,13,1,0,0,2,3,0,1,0,0,0,0,4,0,0,1,4,0,0,0,0,11,14,0,1,0,15,119,66,141,0,11,33,14,0,0,18,127,20,1,0,7,20,10,13,515,6,5,27,1485000.0
201809,Inner Richmond,2,5,7,2,0,4,2,2,0,0,0,0,0,5,0,0,0,0,0,46,0,12,15,0,2,4,0,14,7,3,5,0,0,0,5,1,0,0,0,1,8,1,1,0,0,0,1,0,0,2,1,42,6,1,1,0,31,24,40,107,0,21,12,27,0,0,4,166,13,0,0,22,14,8,7,422,6,3,26,2202500.0
201809,Inner Sunset,0,7,5,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,62,0,4,8,0,5,11,0,11,2,1,8,1,0,0,7,0,0,1,0,0,0,2,2,1,0,1,1,1,0,0,0,99,8,1,1,0,11,12,54,93,0,23,8,20,0,0,9,164,2,0,0,27,3,9,11,361,6,2,20,1578000.0
201809,Japantown,0,5,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,66,0,3,6,0,4,3,0,8,0,1,7,0,0,0,3,3,0,2,0,0,2,0,1,0,0,0,3,0,0,0,1,8,7,0,2,0,21,17,25,54,0,8,8,20,0,0,7,43,7,1,1,2,9,2,4,158,2,9,14,1752500.0
201809,Lakeshore,0,10,5,0,0,0,3,0,0,0,1,0,1,13,0,0,0,0,0,50,0,6,8,2,0,3,0,4,7,0,10,0,0,0,2,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,7,4,0,1,0,8,5,20,18,0,2,0,43,0,0,6,14,9,1,0,2,3,3,6,37,2,0,9,1450000.0
201809,Lincoln Park,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0.0
201809,Lone Mountain/USF,1,10,7,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,42,0,5,6,1,11,11,0,15,5,0,11,2,0,0,6,1,0,0,0,0,5,0,0,0,1,0,2,1,0,1,0,13,7,0,5,0,16,28,44,178,0,47,12,25,0,0,11,103,17,2,0,15,17,8,10,302,8,3,23,2020500.0
201809,Marina,0,12,21,1,0,0,1,1,0,1,0,0,3,8,0,0,0,0,0,124,0,10,14,1,6,7,0,11,3,4,17,3,0,0,5,11,5,2,0,0,5,0,1,0,0,1,2,0,0,1,1,21,19,0,2,0,19,76,71,105,0,21,18,39,0,0,10,153,20,3,0,17,18,11,15,379,3,11,24,2189000.0
201809,McLaren Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,2,0,0,0,2,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,2,35,0,0,0,0,1,2,5,1,0,1,0.0
201809,Mission,2,111,54,0,2,3,33,34,3,2,1,0,7,29,0,0,1,0,1,313,0,45,67,9,25,57,1,86,24,8,200,15,54,0,36,36,5,10,0,0,20,3,50,6,0,3,87,21,0,13,5,64,40,3,7,2,57,1586,355,690,2,67,68,82,0,0,80,491,57,14,0,49,52,43,39,3068,41,13,103,1430333.3333333333
201809,Mission Bay,1,11,10,3,0,1,3,0,0,0,0,0,4,23,0,0,0,0,0,87,0,12,16,3,6,0,0,15,6,5,13,1,0,0,3,4,2,2,0,1,8,1,1,0,0,0,6,0,0,0,3,10,8,3,0,0,23,149,37,17,0,8,4,16,0,0,11,68,0,1,0,3,4,1,12,149,8,1,6,778500.0
201809,Nob Hill,1,20,20,1,0,0,7,6,0,1,0,1,2,5,0,0,0,0,0,101,0,12,22,1,4,11,0,16,3,3,31,2,0,0,5,8,1,1,0,0,2,1,5,0,0,0,16,0,0,1,1,16,12,0,2,0,35,230,97,192,0,7,21,34,0,0,43,78,4,10,0,11,18,23,13,888,14,15,14,1025000.0
201809,Noe Valley,1,5,6,2,0,2,4,0,0,0,0,0,0,6,0,0,0,0,0,28,0,5,12,2,0,6,0,14,9,0,2,0,0,0,2,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,85,3,2,5,0,16,13,48,42,0,8,5,30,0,0,8,90,13,1,0,21,22,19,17,161,10,4,18,1358333.3333333333
201809,North Beach,0,13,14,1,2,0,8,2,0,1,0,1,1,17,1,0,0,0,0,226,0,19,35,0,1,11,0,17,3,1,42,4,0,0,2,6,2,9,0,0,7,0,4,1,0,0,20,0,0,1,3,17,14,2,2,0,25,67,54,56,0,2,17,24,0,0,12,45,8,2,0,13,11,4,5,422,3,7,9,1250000.0
201809,Oceanview/Merced/Ingleside,1,12,15,0,0,0,3,0,0,0,2,0,2,10,0,0,0,0,0,30,0,4,7,2,7,10,0,8,10,2,11,1,0,0,1,4,0,0,0,0,0,1,1,1,0,0,4,2,0,3,1,91,3,0,6,0,5,22,48,38,0,5,45,33,0,0,9,171,4,2,3,12,10,10,7,376,11,0,16,1237500.0
201809,Outer Mission,0,13,15,0,0,2,6,5,0,1,0,0,0,5,0,0,0,0,0,19,0,5,13,3,3,8,0,19,8,2,13,1,0,0,8,13,1,7,0,0,2,0,4,0,0,0,7,5,0,0,2,78,3,2,3,0,15,33,49,125,0,14,9,42,0,0,3,137,8,0,0,36,19,10,7,455,8,0,20,1073000.0
201809,Outer Richmond,0,9,12,0,0,0,4,2,0,0,0,1,1,5,0,0,0,0,0,77,0,6,11,3,1,15,0,22,7,2,15,0,0,0,5,4,0,0,1,0,4,1,6,0,2,0,0,0,0,0,0,153,9,1,1,0,15,12,73,97,0,15,22,22,0,0,12,190,8,6,1,30,11,8,11,473,6,3,24,1699500.0
201809,Pacific Heights,1,4,16,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,65,0,2,9,5,7,9,0,10,8,2,15,0,0,2,3,3,1,0,0,0,4,0,0,1,0,0,3,0,0,0,1,20,10,1,6,0,21,57,37,43,0,14,6,30,0,0,5,99,15,2,0,14,7,5,3,231,4,17,19,1610000.0
201809,Portola,0,7,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,22,0,4,9,3,6,10,0,11,2,2,10,3,0,0,5,13,0,1,0,0,4,0,2,0,0,0,5,0,0,0,4,82,1,0,4,0,14,8,32,47,0,33,3,21,0,0,8,77,1,0,0,18,4,7,9,537,8,0,13,1220000.0
201809,Potrero Hill,1,6,7,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,67,0,0,21,2,2,8,0,5,4,0,15,0,0,0,2,1,1,2,0,0,9,1,0,0,0,0,7,0,0,1,3,123,15,4,2,0,14,184,124,181,0,54,39,63,0,0,15,157,57,2,44,51,33,21,23,600,12,5,24,1180000.0
201809,Presidio,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0
201809,Presidio Heights,0,1,7,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,30,0,5,8,2,1,4,0,8,1,0,4,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,10,6,0,2,0,4,3,14,41,0,15,0,14,0,0,3,31,2,0,0,7,3,8,15,64,1,5,11,1798000.0
201809,Russian Hill,1,4,13,0,0,0,2,1,0,0,0,0,0,6,0,0,0,0,0,185,1,8,15,2,4,7,0,18,1,2,19,1,0,0,5,2,1,2,0,0,6,0,1,0,0,0,3,1,0,0,0,46,12,1,2,0,30,91,76,56,0,3,27,19,0,0,13,78,2,4,0,11,7,8,1,527,4,3,15,1650000.0
201809,Seacliff,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,1,18,8,2,0,0,0,1,0,0,0,22,4,0,0,4,0,2,0,59,0,1,3,3802500.0
201809,South of Market,0,70,51,4,0,0,15,41,0,1,2,1,4,19,0,0,1,0,0,303,0,26,54,4,24,22,0,81,16,6,95,7,0,1,32,31,11,4,0,1,23,2,15,2,0,0,53,7,0,5,3,49,51,2,3,0,87,1041,366,343,1,18,134,89,0,0,62,356,5,18,0,18,41,48,29,1922,42,30,25,983000.0
201809,Sunset/Parkside,0,18,27,1,0,3,8,5,0,0,3,0,2,20,0,0,0,0,0,66,0,13,13,8,24,10,0,35,13,1,31,1,0,0,13,2,0,2,1,0,12,0,3,2,0,1,7,0,0,4,4,248,14,2,5,0,33,26,111,229,0,64,57,80,0,0,10,336,38,8,2,68,28,20,58,657,6,4,55,1422500.0
201809,Tenderloin,0,101,29,4,0,3,15,101,0,1,2,1,1,19,0,0,0,0,0,228,0,42,52,7,30,19,0,110,34,13,99,18,0,0,27,47,0,9,2,0,30,3,21,2,2,0,81,13,0,3,2,8,13,4,2,0,79,302,122,149,0,9,97,61,0,0,29,114,6,32,0,11,11,21,13,987,25,9,29,999000.0
201809,Treasure Island,0,3,1,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,6,0,1,1,1,3,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0.0
201809,Twin Peaks,0,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,13,0,1,3,0,0,3,0,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,28,2,1,0,0,4,38,18,24,0,3,0,12,0,0,1,23,3,0,0,9,3,3,2,112,0,0,2,1587000.0
201809,Visitacion Valley,1,19,9,0,0,0,3,3,0,0,1,1,0,1,0,0,0,0,0,17,0,2,11,1,3,14,0,10,12,2,12,1,0,0,7,3,0,0,0,0,2,0,1,0,0,0,4,0,0,2,1,38,6,1,1,0,4,4,28,26,0,5,2,2,0,0,9,79,4,1,59,13,3,3,5,151,0,0,7,918000.0
201809,West of Twin Peaks,0,8,18,1,0,0,4,7,0,0,0,0,1,17,0,0,0,0,0,69,0,2,10,5,10,22,0,24,2,1,17,0,0,0,11,6,0,0,0,0,0,1,3,1,0,0,6,3,0,0,1,118,6,0,7,0,21,13,86,32,0,4,5,41,0,0,7,131,26,2,0,34,17,22,17,158,26,1,33,1923000.0
201809,Western Addition,0,14,12,1,0,0,3,6,0,3,0,0,2,6,0,0,0,0,0,157,1,8,28,4,8,17,0,17,15,6,32,0,0,0,16,8,1,5,0,0,8,2,2,1,0,0,12,2,0,1,2,11,7,2,2,0,34,217,66,96,0,12,29,33,0,0,8,71,35,4,0,10,19,8,19,513,9,7,23,1048000.0
201810,Bayview Hunters Point,7,68,41,3,0,0,16,4,1,3,5,2,4,19,0,0,0,0,0,129,0,19,57,6,24,56,0,46,27,8,54,6,0,1,49,22,0,6,0,0,19,1,3,0,2,0,21,7,0,6,3,268,8,3,7,10,22,135,174,83,0,3,24,94,0,0,15,296,19,9,4,49,57,15,45,1558,20,0,28,919500.0
201810,Bernal Heights,0,13,13,1,0,0,3,4,0,1,0,1,0,5,0,0,0,0,0,57,0,4,16,3,5,17,0,22,6,1,19,2,0,0,2,2,0,1,0,0,3,1,3,1,0,0,6,2,0,0,5,319,8,4,10,0,24,64,118,63,0,14,12,18,0,0,14,186,15,6,0,41,18,26,12,459,37,2,37,1407625.0
201810,Castro/Upper Market,2,33,16,1,15,0,11,7,0,0,0,0,2,10,0,0,0,0,0,132,0,24,31,3,7,11,0,22,6,2,27,0,0,0,6,1,0,2,0,0,4,3,2,3,0,0,16,1,0,2,2,28,7,2,6,0,17,302,103,124,0,12,21,30,0,0,28,105,18,4,0,32,31,23,29,543,17,8,33,1909000.0
201810,Chinatown,0,16,8,2,0,18,8,0,0,1,0,0,4,17,0,0,0,0,0,57,0,20,15,1,10,2,0,28,12,1,6,0,0,0,1,10,0,1,0,0,2,0,1,0,0,0,4,1,0,0,1,2,2,0,1,0,22,13,26,71,0,0,6,10,0,0,1,30,6,1,0,6,6,4,5,257,3,3,1,855000.0
201810,Excelsior,1,17,10,0,0,0,6,3,1,0,1,1,2,7,0,0,0,0,0,30,0,3,10,4,6,5,0,14,8,3,19,0,0,0,2,16,0,1,0,0,6,0,6,1,0,0,0,1,0,0,3,99,5,0,3,0,8,19,70,82,0,4,11,17,0,0,13,309,12,2,0,29,35,36,15,587,5,0,37,1149333.3333333333
201810,Financial District/South Beach,3,76,71,3,0,1,23,14,0,1,1,2,1,48,0,0,0,0,0,493,0,64,46,13,8,22,0,40,12,1,104,9,1,0,12,37,3,6,0,1,20,1,12,1,0,1,34,1,0,5,1,10,33,6,1,0,86,569,204,117,2,28,132,144,0,0,72,119,19,3,0,35,27,24,19,1120,11,32,18,1148000.0
201810,Glen Park,0,1,6,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,22,0,2,2,2,6,0,0,3,3,2,3,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,45,4,1,1,0,2,5,16,13,0,1,5,21,0,0,3,37,11,0,0,6,3,7,8,64,5,2,15,1739000.0
201810,Golden Gate Park,6,6,3,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,59,0,2,9,0,10,3,0,11,1,1,9,1,0,0,1,3,0,2,0,0,4,1,2,1,1,0,2,0,0,0,1,1,1,0,0,0,8,40,24,47,0,4,2,15,0,0,1,7,72,0,0,5,0,4,3,82,6,0,1,0.0
201810,Haight Ashbury,0,18,8,0,72,0,4,8,0,0,0,0,2,11,0,0,0,0,0,59,1,7,17,0,8,11,0,27,2,1,25,9,0,0,4,1,0,0,1,0,2,1,3,0,0,0,20,0,0,1,1,109,16,4,3,0,13,49,77,188,0,16,15,19,0,0,13,145,38,2,0,35,6,3,15,583,15,8,17,1676000.0
201810,Hayes Valley,2,12,17,1,0,0,1,2,0,0,2,0,2,16,0,0,0,0,0,157,0,10,22,2,10,15,0,19,3,1,11,1,0,0,6,5,0,0,2,0,3,0,2,1,0,0,8,0,0,0,0,5,6,1,2,0,14,107,75,163,0,20,22,18,0,0,18,108,24,3,1,11,17,6,10,605,6,4,17,1559666.6666666667
201810,Inner Richmond,3,7,7,5,0,2,5,3,0,1,0,0,1,4,0,0,0,0,0,39,0,4,8,2,12,4,0,16,2,1,15,2,0,0,3,3,0,0,0,0,3,0,0,0,1,0,3,1,0,0,1,64,8,3,5,0,26,37,59,81,0,36,13,26,0,0,18,162,11,2,0,39,20,9,17,442,8,2,25,2017500.0
201810,Inner Sunset,0,5,8,0,0,0,2,1,0,0,0,1,0,3,0,0,0,0,0,43,0,4,10,0,7,9,0,16,3,2,9,1,0,0,2,0,0,1,0,0,3,0,3,0,0,0,1,2,0,1,0,118,8,1,6,0,11,12,65,129,0,33,8,26,0,0,11,168,2,1,0,25,22,6,35,317,8,2,22,1550000.0
201810,Japantown,0,3,3,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,60,0,5,8,1,0,4,0,4,2,1,3,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,6,10,1,2,0,15,22,35,30,0,10,5,10,0,0,4,36,10,3,0,12,1,7,3,161,2,6,17,1968000.0
201810,Lakeshore,0,5,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,58,0,4,4,2,1,11,1,8,1,2,12,0,0,0,1,2,0,1,0,0,2,0,2,0,0,1,7,0,0,1,1,7,1,2,0,0,9,4,27,18,0,2,1,30,0,0,3,17,12,0,0,4,8,7,9,55,9,0,5,1362000.0
201810,Lincoln Park,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.0
201810,Lone Mountain/USF,0,4,9,1,0,1,3,0,0,2,0,0,0,3,0,0,0,0,0,61,0,4,13,0,12,12,0,7,7,0,13,0,0,0,7,7,0,2,0,0,6,0,1,2,0,0,3,1,0,0,0,26,4,0,0,0,14,47,49,117,0,16,5,45,0,0,11,134,25,0,0,17,11,6,15,298,13,1,20,1765750.0
201810,Marina,2,17,20,1,0,2,5,0,0,0,0,0,5,10,0,0,0,0,0,125,0,10,12,2,1,9,0,17,0,0,16,0,0,0,9,3,2,1,0,0,0,1,2,0,1,0,6,0,0,0,1,23,10,2,6,0,15,48,101,41,1,11,42,34,0,0,28,200,22,6,0,12,8,10,26,357,7,4,27,1665375.0
201810,McLaren Park,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,27,0,0,0,0,1,2,3,0,0,8,0.0
201810,Mission,2,98,37,2,1,3,30,46,2,1,2,1,10,20,0,0,0,0,0,374,0,37,68,12,31,62,0,79,29,8,137,12,22,0,50,32,3,17,0,0,21,2,34,3,0,0,80,9,0,10,4,86,54,4,10,0,69,1921,391,940,0,55,62,82,0,0,106,657,67,13,0,41,87,48,39,3724,45,12,105,1431833.3333333333
201810,Mission Bay,1,4,14,1,0,8,2,3,0,0,0,1,3,10,0,0,0,0,0,62,0,8,16,2,5,7,0,20,7,1,17,2,1,0,7,1,1,1,0,4,2,0,3,0,0,0,1,0,0,0,1,5,3,4,0,0,22,142,30,15,0,1,14,9,0,0,10,90,4,1,0,12,2,4,2,169,4,6,1,876000.0
201810,Nob Hill,2,19,14,1,0,0,5,2,0,2,0,0,1,9,0,0,0,0,0,108,0,11,29,0,4,13,0,14,6,3,23,0,0,0,6,14,4,2,0,0,1,0,4,0,0,0,8,4,0,2,0,14,14,0,1,0,65,177,107,141,0,6,35,41,0,0,39,104,5,4,0,7,28,12,18,916,8,14,13,1009000.0
201810,Noe Valley,2,2,8,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,43,0,1,3,2,0,7,0,8,0,1,3,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,110,15,2,3,0,6,11,45,20,0,6,5,26,0,0,14,115,13,4,0,28,9,6,17,196,9,1,34,1593666.6666666667
201810,North Beach,0,18,9,1,1,0,6,6,0,0,1,0,1,12,0,0,0,0,0,223,3,24,28,0,4,12,0,35,1,0,28,2,0,0,5,5,1,6,0,0,3,0,4,1,0,0,12,0,0,6,0,8,6,0,2,0,27,57,75,37,0,7,24,23,0,0,14,55,13,3,0,14,10,8,4,563,6,11,11,1490666.6666666667
201810,Oceanview/Merced/Ingleside,0,6,11,0,0,0,3,0,0,0,2,1,1,9,0,0,0,0,0,28,0,4,14,3,8,9,0,14,4,1,10,0,0,0,1,9,0,2,0,0,2,0,2,0,0,1,3,0,0,0,0,108,1,0,5,0,3,23,69,39,0,2,41,22,0,0,8,239,20,0,1,6,7,9,11,411,9,0,10,1132500.0
201810,Outer Mission,0,13,8,0,0,1,3,4,0,0,0,0,0,4,0,0,0,0,0,29,0,7,10,6,13,3,0,10,11,0,19,1,0,0,1,8,3,2,0,0,2,0,2,0,0,0,4,0,0,1,4,68,2,0,7,0,22,33,50,80,0,3,19,41,0,0,3,137,7,0,0,19,21,12,8,492,12,0,22,1051666.6666666667
201810,Outer Richmond,0,14,9,1,1,0,6,3,0,1,0,0,1,11,0,0,0,0,0,78,0,8,15,2,3,17,0,17,2,1,21,1,0,0,9,0,0,0,1,0,10,0,7,0,0,0,9,3,0,0,1,174,13,0,2,0,26,20,65,60,0,29,20,43,0,0,19,244,5,3,0,34,11,4,19,552,8,1,23,1589000.0
201810,Pacific Heights,0,6,17,1,0,0,2,0,0,0,0,0,3,9,0,0,0,0,0,86,0,8,14,2,7,7,0,11,3,0,13,0,0,0,5,0,0,1,0,0,1,0,2,0,0,0,6,0,0,0,1,21,4,2,4,0,16,44,49,37,0,9,9,20,0,0,14,116,22,2,0,6,13,7,8,234,3,14,19,1563000.0
201810,Portola,1,7,8,0,0,1,2,3,1,0,0,0,0,3,0,0,0,0,0,40,0,3,9,1,8,5,0,10,5,3,7,2,0,0,5,3,0,0,0,0,3,1,1,0,0,0,3,6,0,1,6,84,3,0,2,0,17,11,34,30,0,0,7,41,0,0,8,100,4,0,0,18,14,2,7,682,4,0,9,1195000.0
201810,Potrero Hill,1,2,15,0,0,1,2,5,0,0,0,0,1,3,0,0,0,0,0,90,0,4,16,3,2,11,0,6,3,0,4,0,0,0,3,3,1,2,0,0,5,0,2,1,0,0,10,2,0,0,1,145,31,5,3,0,14,163,145,187,0,19,25,60,0,0,32,205,81,12,49,28,54,27,33,800,18,1,31,1259000.0
201810,Presidio,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1350000.0
201810,Presidio Heights,0,4,1,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,5,0,1,4,0,6,1,0,3,2,0,0,2,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,16,3,0,6,0,5,6,10,8,0,3,2,24,0,0,4,50,1,0,0,6,2,2,5,58,5,5,17,2180500.0
201810,Russian Hill,0,3,12,0,0,0,4,2,0,2,0,0,2,2,0,0,0,0,0,179,0,6,13,1,6,4,0,20,0,0,15,2,0,0,5,4,0,1,0,0,5,1,4,0,0,0,5,0,0,0,0,54,10,1,1,0,30,78,82,53,0,6,31,24,0,0,12,118,6,6,0,18,9,0,7,526,16,9,21,1731500.0
201810,Seacliff,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,53,0,0,0,0,1,15,12,4,0,2,0,1,0,0,0,34,4,0,0,5,2,3,7,61,5,1,6,2700000.0
201810,South of Market,1,90,52,18,1,0,15,70,2,4,0,1,6,28,0,1,2,0,1,243,0,54,63,14,30,35,0,66,25,7,101,16,0,4,34,21,19,9,0,0,20,1,9,2,1,1,54,8,0,7,1,39,59,6,3,0,131,1048,428,294,1,29,156,132,0,0,147,339,1,7,0,24,35,31,45,2337,34,25,56,995000.0
