Sales Year Month,311 Neighborhood,Analysis Neighborhood,Median Sale Price,Homes Sold,New Listings,Inventory,Days on Market,Average Sale To List Pct
201808,Sherwood Forest,West of Twin Peaks,1700000.0,5,5.0,2.0,23.0,107.0
201808,Showplace Square,Mission Bay,357000.0,5,3.0,1.0,38.0,102.1
201808,Silver Terrace,Bayview Hunters Point,1050000.0,11,12.0,6.0,20.0,122.5
201808,South Beach,Financial District/South Beach,1180000.0,143,148.0,86.0,35.0,101.2
201808,South of Market,South of Market,1012333.3333333334,283,285.0,153.0,30.333333333333332,100.60000000000001
201808,St. Francis Wood,West of Twin Peaks,2700000.0,5,8.0,4.0,17.0,103.7
201808,St. Mary's Park,Bernal Heights,1593000.0,8,7.0,1.0,13.0,121.4
201808,Sunnydale,Visitacion Valley,895000.0,1,1.0,2.0,18.0,119.5
201808,Sunnyside,West of Twin Peaks,1388000.0,20,21.0,8.0,16.0,123.6
201808,Sutro Heights,Outer Richmond,1730000.0,10,8.0,3.0,16.0,113.5
201808,Telegraph Hill,North Beach,1098000.0,8,11.0,8.0,47.0,97.4
201808,Tenderloin,Tenderloin,944000.0,10,7.0,3.0,37.0,103.6
201808,Union Street,Marina,1858000.0,16,17.0,7.0,14.0,109.3
201808,University Mound,Excelsior,1305000.0,10,13.0,4.0,17.0,126.7
201808,Upper Market,Noe Valley,1309000.0,16,14.0,3.0,22.0,105.0
201808,Visitacion Valley,Visitacion Valley,821000.0,10,16.0,9.0,18.0,110.9
201808,West Portal,West of Twin Peaks,2385000.0,10,9.0,3.0,13.0,119.05
201808,Western Addition,Western Addition,1071000.0,24,14.0,8.0,33.5,106.2
201808,Westwood Park,West of Twin Peaks,1538000.0,6,6.0,0.0,16.0,125.0
201809,Alamo Square,Hayes Valley,1197000.0,6,8.0,3.0,15.0,111.7
201809,Anza Vista,Lone Mountain/USF,2334000.0,4,5.0,0.0,42.0,108.4
201809,Ashbury Heights,Haight Ashbury,1765000.0,31,36.0,13.0,13.5,115.15
201809,Balboa Terrace,West of Twin Peaks,2300000.0,3,3.0,1.0,28.0,112.3
201809,Bayview,Bayview Hunters Point,883000.0,14,22.0,17.0,37.0,113.3
201809,Bernal Heights,Bernal Heights,1275000.0,70,88.0,45.0,23.0,115.15
201809,Bret Harte,Bayview Hunters Point,953000.0,8,11.0,6.0,19.0,110.4
201809,Buena Vista,Haight Ashbury,1513000.0,19,20.0,10.0,18.0,112.4
201809,Candlestick Point SRA,Bayview Hunters Point,800000.0,9,10.0,5.0,36.0,105.0
201809,Castro,Castro/Upper Market,2057000.0,8,5.0,2.0,13.0,114.0
201809,Cathedral Hill,Western Addition,821000.0,18,26.0,18.0,16.0,106.8
201809,Cayuga,Outer Mission,982000.0,7,7.0,1.0,23.0,108.4
201809,Central Waterfront,Potrero Hill,850000.0,5,5.0,1.0,23.0,104.5
201809,Chinatown,Chinatown,855000.0,1,4.0,5.0,67.0,99.4
201809,Civic Center,Tenderloin,1000000.0,3,6.0,2.0,16.0,109.1
201809,Clarendon Heights,Twin Peaks,1640000.0,6,10.0,5.0,29.0,105.3
201809,Cole Valley,Haight Ashbury,1925000.0,6,8.0,4.0,28.0,104.3
201809,Corona Heights,Haight Ashbury,1625000.0,12,13.0,5.0,22.0,109.7
201809,Cow Hollow,Marina,3315000.0,8,12.0,7.0,34.0,100.1
201809,Crocker Amazon,Excelsior,1030000.0,13,27.0,11.0,17.0,113.1
201809,Diamond Heights,Noe Valley,1075000.0,12,19.0,14.0,32.0,105.8
201809,Dolores Heights,Mission,1518000.0,29,42.0,23.0,18.0,113.05
201809,Downtown / Union Square,Financial District/South Beach,1200000.0,13,16.0,18.0,57.0,98.8
201809,Duboce Triangle,Castro/Upper Market,1350000.0,5,8.0,4.0,35.0,109.6
201809,Eureka Valley,Castro/Upper Market,2115000.0,18,26.0,12.0,16.0,110.7
201809,Excelsior,Excelsior,1103000.0,23,27.0,15.0,14.0,122.3
201809,Fairmount,Glen Park,1500000.0,7,13.0,5.0,18.0,112.6
201809,Financial District,Financial District/South Beach,820000.0,3,1.0,1.0,40.0,98.8
201809,Forest Hill,West of Twin Peaks,2575000.0,8,6.0,1.0,18.0,111.6
201809,Forest Knolls,Inner Sunset,1515000.0,7,9.0,6.0,20.0,110.3
201809,Glen Park,Glen Park,1890000.0,16,31.0,15.0,23.0,113.8
201809,Golden Gate Heights,Inner Sunset,1740000.0,17,20.0,10.0,18.0,118.3
201809,Haight Ashbury,Haight Ashbury,1760000.0,7,9.0,2.0,20.0,112.6
201809,Hayes Valley,Hayes Valley,1400000.0,5,14.0,12.0,20.0,102.4
201809,Holly Park,Bernal Heights,1302000.0,12,17.0,9.0,22.0,108.2
201809,Hunters Point,Bayview Hunters Point,818000.0,9,12.0,14.0,31.0,99.0
201809,Ingleside,Oceanview/Merced/Ingleside,1250000.0,11,15.0,3.0,15.0,130.8
201809,Ingleside Terraces,West of Twin Peaks,2275000.0,4,7.0,6.0,39.0,106.8
201809,Inner Richmond,Inner Richmond,1805000.0,42,60.0,24.0,27.0,109.55000000000001
201809,Inner Sunset,Inner Sunset,1479000.0,14,22.0,11.0,17.0,115.4
201809,Japantown,Japantown,2100000.0,3,5.0,3.0,13.0,110.6
201809,Lake Street,Seacliff,1755000.0,4,8.0,6.0,71.0,105.3
201809,Lakeshore,Lakeshore,1500000.0,5,12.0,7.0,23.0,111.0
201809,Laurel Heights / Jordan Park,Presidio Heights,1378000.0,8,9.0,4.0,28.0,107.4
201809,Little Hollywood,Bayview Hunters Point,963000.0,3,2.0,0.0,17.0,111.9
201809,Lone Mountain,Lone Mountain/USF,2500000.0,10,18.0,8.0,15.0,107.3
201809,Lower Haight,Hayes Valley,1858000.0,8,14.0,7.0,22.0,104.2
201809,Lower Nob Hill,Nob Hill,775000.0,25,37.0,21.0,14.0,102.1
201809,Lower Pacific Heights,Japantown,1405000.0,11,15.0,8.0,41.0,106.2
201809,Marina,Marina,1790000.0,29,35.0,22.0,31.5,103.55
201809,Midtown Terrace,Twin Peaks,1534000.0,6,6.0,1.0,17.0,109.8
201809,Miraloma Park,West of Twin Peaks,1500000.0,15,19.0,9.0,15.0,121.8
201809,Mission,Mission,1413000.0,28,39.0,22.0,26.0,100.6
201809,Mission Bay,Mission Bay,1200000.0,25,74.0,49.0,30.0,107.6
201809,Mission Dolores,Mission,1360000.0,18,20.0,8.0,33.0,110.2
201809,Mission Terrace,Outer Mission,1288000.0,8,20.0,12.0,13.0,122.2
201809,Monterey Heights,West of Twin Peaks,2028000.0,2,1.0,1.0,17.0,114.5
201809,Mt. Davidson Manor,West of Twin Peaks,1360000.0,3,11.0,5.0,12.0,121.9
201809,Nob Hill,Nob Hill,1275000.0,25,33.0,34.0,52.0,100.2
201809,Noe Valley,Noe Valley,1650000.0,53,91.0,48.0,15.0,111.6
201809,North Beach,North Beach,975000.0,10,12.0,11.0,20.0,105.3
201809,Northern Waterfront,Financial District/South Beach,1575000.0,3,9.0,3.0,30.0,102.3
201809,Oceanview,Oceanview/Merced/Ingleside,1225000.0,9,14.0,6.0,21.0,117.8
201809,Outer Mission,Outer Mission,949000.0,3,5.0,3.0,22.0,117.5
201809,Outer Richmond,Outer Richmond,1668000.0,34,62.0,33.0,15.0,112.2
201809,Outer Sunset,Sunset/Parkside,1375000.0,75,100.0,40.0,15.0,123.6
201809,Pacific Heights,Pacific Heights,1610000.0,45,72.0,59.0,32.0,103.9
201809,Panhandle,Lone Mountain/USF,1373000.0,14,14.0,7.0,26.0,112.7
201809,Parkmerced,Lakeshore,1400000.0,1,2.0,2.0,91.0,96.6
201809,Parkside,Sunset/Parkside,1470000.0,21,28.0,12.0,15.0,119.7
201809,Parnassus Heights,Lone Mountain/USF,1875000.0,4,12.0,8.0,21.0,100.9
201809,Peralta Heights,Bernal Heights,1535000.0,7,6.0,2.0,14.0,114.8
201809,Polk Gulch,Russian Hill,1500000.0,13,20.0,12.0,14.0,107.7
201809,Portola,Portola,1220000.0,9,17.0,9.0,27.0,112.8
201809,Potrero Hill,Potrero Hill,1510000.0,25,47.0,26.0,15.0,110.5
201809,Presidio Heights,Presidio Heights,2218000.0,6,11.0,6.0,26.0,98.0
201809,Presidio Terrace,Inner Richmond,2600000.0,5,7.0,3.0,40.0,105.3
201809,Rincon Hill,Financial District/South Beach,1335000.0,111,134.0,116.0,91.0,99.5
201809,Russian Hill,Russian Hill,1800000.0,23,46.0,41.0,59.0,102.0
201809,Seacliff,Seacliff,5850000.0,2,4.0,3.0,40.0,94.3
201809,Sherwood Forest,West of Twin Peaks,1725000.0,5,7.0,5.0,23.0,108.5
201809,Showplace Square,Mission Bay,357000.0,5,2.0,0.0,33.0,106.1
201809,Silver Terrace,Bayview Hunters Point,938000.0,8,16.0,6.0,29.0,119.1
201809,South Beach,Financial District/South Beach,1108000.0,132,176.0,120.0,36.0,101.6
201809,South of Market,South of Market,983000.0,236,328.0,227.0,32.0,101.56666666666668
201809,St. Francis Wood,West of Twin Peaks,2525000.0,7,5.0,3.0,20.0,104.2
201809,St. Mary's Park,Bernal Heights,1593000.0,6,7.0,4.0,13.0,120.2
201809,Sunnyside,West of Twin Peaks,1325000.0,13,30.0,17.0,16.0,123.6
201809,Sutro Heights,Outer Richmond,1731000.0,8,9.0,4.0,21.0,114.9
201809,Telegraph Hill,North Beach,1525000.0,12,15.0,9.0,34.0,98.0
201809,Tenderloin,Tenderloin,998000.0,5,6.0,4.0,51.0,102.6
201809,Union Street,Marina,1462000.0,14,14.0,9.0,15.0,109.9
201809,University Mound,Excelsior,1300000.0,11,15.0,6.0,20.0,118.8
201809,Upper Market,Noe Valley,1350000.0,13,19.0,8.0,18.0,107.8
201809,Visitacion Valley,Visitacion Valley,918000.0,10,21.0,7.0,20.0,107.0
201809,West Portal,West of Twin Peaks,1910000.0,8,11.0,7.0,16.5,114.15
201809,Western Addition,Western Addition,1275000.0,15,11.0,6.0,23.0,110.3
201809,Westwood Park,West of Twin Peaks,1630000.0,5,6.0,2.0,18.0,122.5
201810,Alamo Square,Hayes Valley,1394000.0,7,7.0,3.0,14.0,111.9
201810,Anza Vista,Lone Mountain/USF,1025000.0,5,8.0,3.0,15.0,108.2
201810,Aquatic Park / Ft. Mason,Marina,835000.0,1,2.0,2.0,53.0,104.5
201810,Ashbury Heights,Haight Ashbury,1779000.0,29,41.0,15.0,13.5,117.30000000000001
201810,Balboa Terrace,West of Twin Peaks,2125000.0,4,3.0,1.0,22.0,113.2
201810,Bayview,Bayview Hunters Point,890000.0,15,20.0,14.0,38.0,111.6
201810,Bernal Heights,Bernal Heights,1282500.0,72,93.0,45.0,18.5,115.4
201810,Bret Harte,Bayview Hunters Point,928000.0,6,8.0,5.0,23.0,110.4
201810,Buena Vista,Haight Ashbury,1695000.0,17,19.0,9.0,18.0,116.7
201810,Candlestick Point SRA,Bayview Hunters Point,815000.0,7,17.0,10.0,36.0,103.9
201810,Castro,Castro/Upper Market,2214000.0,6,7.0,2.0,41.0,109.1
201810,Cathedral Hill,Western Addition,815000.0,21,32.0,21.0,21.0,104.2
201810,Cayuga,Outer Mission,938000.0,7,6.0,2.0,19.0,109.1
201810,Central Waterfront,Potrero Hill,1175000.0,5,3.0,1.0,25.0,108.1
201810,Chinatown,Chinatown,855000.0,1,2.0,3.0,67.0,99.4
201810,Civic Center,Tenderloin,849000.0,3,6.0,1.0,12.0,106.2
201810,Clarendon Heights,Twin Peaks,1640000.0,8,11.0,6.0,28.0,107.1
201810,Cole Valley,Haight Ashbury,1375000.0,5,8.0,5.0,15.0,105.0
201810,Corona Heights,Haight Ashbury,1638000.0,12,7.0,3.0,29.0,108.7
201810,Cow Hollow,Marina,2375000.0,9,12.0,7.0,24.0,103.0
201810,Crocker Amazon,Excelsior,1143000.0,20,25.0,8.0,24.0,115.9
201810,Diamond Heights,Noe Valley,1331000.0,10,16.0,6.0,24.0,106.7
201810,Dolores Heights,Mission,1575500.0,34,59.0,28.0,18.0,113.55
201810,Downtown / Union Square,Financial District/South Beach,1315000.0,10,14.0,15.0,45.0,97.7
201810,Duboce Triangle,Castro/Upper Market,1500000.0,8,9.0,4.0,30.0,111.4
201810,Eureka Valley,Castro/Upper Market,2013000.0,14,32.0,9.0,13.0,109.5
201810,Excelsior,Excelsior,1120000.0,22,24.0,11.0,16.0,120.6
201810,Fairmount,Glen Park,1703000.0,14,24.0,11.0,13.0,111.1
201810,Financial District,Financial District/South Beach,915000.0,2,1.0,1.0,57.0,97.0
201810,Fisherman's Wharf,North Beach,1782000.0,2,4.0,3.0,19.0,111.8
201810,Forest Hill,West of Twin Peaks,2693000.0,8,10.0,5.0,30.0,104.9
201810,Forest Knolls,Inner Sunset,1370000.0,5,8.0,6.0,16.0,107.0
201810,Glen Park,Glen Park,1775000.0,23,46.0,25.0,13.0,112.2
201810,Golden Gate Heights,Inner Sunset,1750000.0,17,18.0,9.0,18.0,114.8
201810,Haight Ashbury,Haight Ashbury,1893000.0,8,8.0,3.0,17.0,110.8
201810,Hayes Valley,Hayes Valley,1475000.0,8,17.0,10.0,15.0,102.9
201810,Holly Park,Bernal Heights,1400000.0,12,18.0,10.0,17.0,111.1
201810,Hunters Point,Bayview Hunters Point,834000.0,5,9.0,13.0,20.0,106.0
201810,Ingleside,Oceanview/Merced/Ingleside,1065000.0,15,15.0,4.0,19.0,121.9
201810,Ingleside Terraces,West of Twin Peaks,2200000.0,5,7.0,4.0,22.0,104.6
201810,Inner Richmond,Inner Richmond,1610000.0,44,55.0,25.0,23.5,110.19999999999999
201810,Inner Sunset,Inner Sunset,1530000.0,15,22.0,11.0,14.0,110.9
201810,Japantown,Japantown,2311000.0,2,4.0,5.0,26.0,107.4
201810,Laguna Honda,West of Twin Peaks,1911000.0,1,7.0,4.0,15.0,119.8
201810,Lake Street,Seacliff,1800000.0,5,11.0,6.0,31.0,101.3
201810,Lakeshore,Lakeshore,1224000.0,9,15.0,5.0,22.0,108.15
201810,Laurel Heights / Jordan Park,Presidio Heights,1838000.0,6,8.0,3.0,27.0,106.3
201810,Little Hollywood,Bayview Hunters Point,1150000.0,2,1.0,0.0,25.0,115.7
201810,Lone Mountain,Lone Mountain/USF,2350000.0,11,18.0,6.0,15.0,109.9
201810,Lower Haight,Hayes Valley,1810000.0,9,16.0,6.0,25.0,109.2
201810,Lower Nob Hill,Nob Hill,825000.0,17,39.0,27.0,17.0,100.2
201810,Lower Pacific Heights,Japantown,1625000.0,9,17.0,11.0,17.0,112.0
201810,Marina,Marina,1826500.0,27,45.0,27.0,35.5,100.5
201810,Merced Manor,Sunset/Parkside,2600000.0,1,4.0,4.0,12.0,130.3
201810,Midtown Terrace,Twin Peaks,1512000.0,6,9.0,1.0,31.0,107.4
201810,Miraloma Park,West of Twin Peaks,1620000.0,13,21.0,7.0,15.0,117.3
201810,Mission,Mission,1470000.0,33,39.0,18.0,31.0,100.5
201810,Mission Bay,Mission Bay,1395000.0,36,90.0,51.0,23.0,110.3
201810,Mission Dolores,Mission,1250000.0,21,22.0,7.0,26.0,111.8
201810,Mission Terrace,Outer Mission,1268000.0,12,18.0,11.0,13.0,121.8
201810,Monterey Heights,West of Twin Peaks,2000000.0,1,4.0,2.0,17.0,100.3
201810,Mt. Davidson Manor,West of Twin Peaks,1360000.0,7,9.0,2.0,14.0,119.8
201810,Nob Hill,Nob Hill,1193000.0,28,43.0,36.0,39.0,99.9
201810,Noe Valley,Noe Valley,1900000.0,61,93.0,33.0,15.0,111.1
201810,North Beach,North Beach,1150000.0,4,12.0,9.0,20.0,107.4
201810,Northern Waterfront,Financial District/South Beach,1160000.0,5,7.0,3.0,20.0,99.0
201810,Oceanview,Oceanview/Merced/Ingleside,1200000.0,5,16.0,11.0,23.0,113.8
201810,Outer Mission,Outer Mission,949000.0,3,5.0,3.0,22.0,117.5
201810,Outer Richmond,Outer Richmond,1466000.0,46,64.0,28.0,15.0,112.6
201810,Outer Sunset,Sunset/Parkside,1315000.0,75,105.0,38.0,16.0,122.2
201810,Pacific Heights,Pacific Heights,1563000.0,46,89.0,63.0,28.0,104.4
201810,Panhandle,Lone Mountain/USF,1413000.0,12,20.0,6.0,15.0,113.7
201810,Parkmerced,Lakeshore,1500000.0,2,2.0,1.0,125.0,101.8
201810,Parkside,Sunset/Parkside,1348000.0,26,39.0,17.0,15.0,113.5
201810,Parnassus Heights,Lone Mountain/USF,2275000.0,10,15.0,6.0,21.0,108.7
201810,Peralta Heights,Bernal Heights,1468000.0,4,9.0,6.0,11.0,110.6
201810,Polk Gulch,Russian Hill,1588000.0,10,20.0,17.0,14.0,110.0
201810,Portola,Portola,1195000.0,12,15.0,5.0,26.0,119.6
201810,Potrero Hill,Potrero Hill,1343000.0,26,55.0,22.0,14.0,109.5
201810,Presidio Heights,Presidio Heights,2523000.0,6,16.0,7.0,12.0,103.9
201810,Presidio National Park,Presidio,1350000.0,1,2.0,0.0,28.0,100.0
201810,Presidio Terrace,Inner Richmond,2425000.0,8,8.0,1.0,23.0,104.6
201810,Rincon Hill,Financial District/South Beach,1265000.0,102,170.0,127.0,82.0,100.6
201810,Russian Hill,Russian Hill,1875000.0,27,62.0,46.0,35.0,103.5
201810,Seacliff,Seacliff,3600000.0,3,6.0,3.0,19.0,105.2
201810,Sherwood Forest,West of Twin Peaks,1825000.0,3,9.0,8.0,23.0,107.4
201810,Showplace Square,Mission Bay,357000.0,5,3.0,1.0,33.0,106.1
201810,Silver Terrace,Bayview Hunters Point,900000.0,11,18.0,11.0,23.0,113.3
201810,South Beach,Financial District/South Beach,1085000.0,129,196.0,131.0,33.0,101.8
201810,South of Market,South of Market,995000.0,232,344.0,229.0,32.666666666666664,102.43333333333334
201810,St. Francis Wood,West of Twin Peaks,2613000.0,6,4.0,5.0,33.0,103.9
201810,St. Mary's Park,Bernal Heights,1480000.0,6,9.0,4.0,13.0,115.9
201810,Sunnyside,West of Twin Peaks,1505000.0,14,38.0,13.0,19.0,113.8
201810,Sutro Heights,Outer Richmond,1712000.0,7,8.0,1.0,29.0,113.5
201810,Telegraph Hill,North Beach,1540000.0,17,19.0,13.0,22.0,100.0
201810,Tenderloin,Tenderloin,877000.0,4,6.0,5.0,39.0,103.2
201810,Union Street,Marina,1625000.0,14,18.0,5.0,19.0,105.4
201810,University Mound,Excelsior,1185000.0,13,13.0,5.0,15.0,122.7
201810,Upper Market,Noe Valley,1550000.0,12,20.0,8.0,19.0,107.8
201810,Visitacion Valley,Visitacion Valley,918000.0,14,22.0,10.0,19.0,107.7
201810,West Portal,West of Twin Peaks,1990000.0,13,16.0,5.0,19.0,110.9
201810,Western Addition,Western Addition,1037500.0,10,11.0,9.0,43.0,106.4
201810,Westwood Highlands,West of Twin Peaks,2200000.0,3,4.0,1.0,14.0,109.2
201810,Westwood Park,West of Twin Peaks,1645000.0,6,4.0,0.0,19.0,124.2
201811,Alamo Square,Hayes Valley,1818000.0,6,7.0,3.0,10.0,116.7
201811,Anza Vista,Lone Mountain/USF,1225000.0,7,10.0,2.0,15.0,109.9
201811,Aquatic Park / Ft. Mason,Marina,835000.0,1,3.0,2.0,53.0,104.5
201811,Ashbury Heights,Haight Ashbury,1746500.0,30,33.0,6.0,13.0,116.85
201811,Balboa Terrace,West of Twin Peaks,1875000.0,2,2.0,0.0,13.0,113.9
201811,Bayview,Bayview Hunters Point,875000.0,18,23.0,11.0,39.0,110.9
201811,Bernal Heights,Bernal Heights,1362000.0,61,95.0,40.0,21.5,111.9
201811,Bret Harte,Bayview Hunters Point,985000.0,3,9.0,9.0,8.0,116.3
201811,Buena Vista,Haight Ashbury,1695000.0,13,18.0,8.0,18.0,116.6
201811,Candlestick Point SRA,Bayview Hunters Point,815000.0,7,14.0,8.0,30.0,104.4
201811,Castro,Castro/Upper Market,1876000.0,6,7.0,1.0,13.0,114.1
201811,Cathedral Hill,Western Addition,770000.0,21,25.0,19.0,27.0,103.0
201811,Cayuga,Outer Mission,982000.0,5,9.0,4.0,16.0,112.5
201811,Central Waterfront,Potrero Hill,1355000.0,3,4.0,2.0,23.0,115.5
201811,Chinatown,Chinatown,778000.0,2,2.0,3.0,151.0,94.9
201811,Civic Center,Tenderloin,659000.0,3,4.0,0.0,12.0,107.3
201811,Clarendon Heights,Twin Peaks,1474000.0,8,10.0,4.0,16.0,111.7
201811,Cole Valley,Haight Ashbury,1330000.0,8,7.0,2.0,22.0,104.9
201811,Corona Heights,Haight Ashbury,1550000.0,7,5.0,3.0,36.0,106.9
201811,Cow Hollow,Marina,4730000.0,5,7.0,6.0,25.0,101.8
201811,Crocker Amazon,Excelsior,1108000.0,20,18.0,6.0,28.0,114.5
201811,Diamond Heights,Noe Valley,1363000.0,9,13.0,3.0,28.0,105.9
201811,Dolores Heights,Mission,1685000.0,39,63.0,17.0,21.5,108.15
201811,Downtown / Union Square,Financial District/South Beach,1331000.0,6,7.0,7.0,94.0,97.6
201811,Duboce Triangle,Castro/Upper Market,1580000.0,7,11.0,6.0,14.0,111.3
201811,Eureka Valley,Castro/Upper Market,1813000.0,24,34.0,8.0,16.0,109.4
201811,Excelsior,Excelsior,1065000.0,22,26.0,14.0,16.0,120.3
201811,Fairmount,Glen Park,1775000.0,13,21.0,4.0,12.0,111.8
201811,Fisherman's Wharf,North Beach,1782000.0,2,5.0,3.0,19.0,111.8
201811,Forest Hill,West of Twin Peaks,2736000.0,7,8.0,1.0,18.0,108.3
201811,Forest Knolls,Inner Sunset,1350000.0,3,6.0,4.0,7.0,112.1
201811,Glen Park,Glen Park,1775000.0,25,42.0,13.0,13.0,111.7
201811,Golden Gate Heights,Inner Sunset,1650000.0,17,17.0,10.0,28.0,114.0
201811,Haight Ashbury,Haight Ashbury,1694000.0,10,9.0,1.0,28.0,108.5
201811,Hayes Valley,Hayes Valley,1550000.0,7,16.0,7.0,15.0,102.3
201811,Holly Park,Bernal Heights,1343000.0,10,15.0,6.0,15.0,113.6
201811,Hunters Point,Bayview Hunters Point,738000.0,3,10.0,14.0,19.0,110.6
201811,India Basin,Bayview Hunters Point,578000.0,1,4.0,1.0,32.0,98.3
201811,Ingleside,Oceanview/Merced/Ingleside,1065000.0,19,17.0,7.0,20.0,117.6
201811,Ingleside Terraces,West of Twin Peaks,2200000.0,1,7.0,3.0,22.0,95.9
201811,Inner Richmond,Inner Richmond,1642500.0,37,52.0,22.0,19.5,109.55
201811,Inner Sunset,Inner Sunset,1595000.0,16,18.0,7.0,22.0,108.2
201811,Japantown,Japantown,2100000.0,1,6.0,7.0,39.0,100.0
201811,Laguna Honda,West of Twin Peaks,1703000.0,6,8.0,0.0,22.0,107.7
201811,Lake Street,Seacliff,2149000.0,9,13.0,4.0,25.0,104.5
201811,Lakeshore,Lakeshore,1227500.0,11,15.0,4.0,18.5,106.65
201811,Laurel Heights / Jordan Park,Presidio Heights,2375000.0,6,9.0,5.0,23.0,106.9
201811,Little Hollywood,Bayview Hunters Point,1150000.0,2,0.0,0.0,25.0,115.7
201811,Lone Mountain,Lone Mountain/USF,1598000.0,12,16.0,7.0,17.0,107.1
201811,Lower Haight,Hayes Valley,1436000.0,12,22.0,8.0,26.0,106.3
201811,Lower Nob Hill,Nob Hill,745000.0,13,35.0,25.0,19.0,101.2
201811,Lower Pacific Heights,Japantown,1530000.0,10,17.0,12.0,18.0,112.5
201811,Marina,Marina,2376500.0,29,53.0,26.0,30.5,100.05
201811,Merced Manor,Sunset/Parkside,1850000.0,3,4.0,2.0,92.0,104.6
201811,Midtown Terrace,Twin Peaks,1512000.0,6,6.0,2.0,16.0,110.1
201811,Miraloma Park,West of Twin Peaks,1556000.0,14,21.0,9.0,15.0,121.2
201811,Mission,Mission,1433000.0,34,35.0,14.0,35.0,100.4
201811,Mission Bay,Mission Bay,1275000.0,53,93.0,42.0,22.0,109.7
201811,Mission Dolores,Mission,1326000.0,24,21.0,2.0,24.0,112.2
201811,Mission Terrace,Outer Mission,1205000.0,12,19.0,11.0,14.0,116.7
201811,Monterey Heights,West of Twin Peaks,2200000.0,3,5.0,3.0,29.0,100.7
201811,Mt. Davidson Manor,West of Twin Peaks,1563000.0,8,6.0,1.0,19.0,118.1
201811,Nob Hill,Nob Hill,1361000.0,22,37.0,27.0,30.0,100.5
201811,Noe Valley,Noe Valley,1850000.0,71,100.0,31.0,19.0,108.5
201811,North Beach,North Beach,1020000.0,7,11.0,2.0,25.0,109.4
201811,Northern Waterfront,Financial District/South Beach,1149000.0,5,9.0,5.0,31.0,98.7
201811,Oceanview,Oceanview/Merced/Ingleside,1020000.0,5,15.0,7.0,28.0,111.7
201811,Outer Mission,Outer Mission,638000.0,1,3.0,2.0,22.0,104.6
201811,Outer Richmond,Outer Richmond,1565000.0,47,61.0,21.0,18.0,110.3
201811,Outer Sunset,Sunset/Parkside,1300000.0,75,86.0,25.0,16.0,119.8
201811,Pacific Heights,Pacific Heights,1563000.0,60,90.0,47.0,29.0,103.5
201811,Panhandle,Lone Mountain/USF,1395000.0,17,17.0,4.0,18.0,111.4
201811,Parkmerced,Lakeshore,1463000.0,2,3.0,2.0,103.0,104.6
201811,Parkside,Sunset/Parkside,1355000.0,27,39.0,17.0,15.0,113.9
201811,Parnassus Heights,Lone Mountain/USF,2080000.0,12,15.0,3.0,24.0,111.7
201811,Peralta Heights,Bernal Heights,1400000.0,3,7.0,3.0,30.0,111.5
201811,Polk Gulch,Russian Hill,1203000.0,10,20.0,14.0,47.0,104.0
201811,Portola,Portola,1089000.0,12,17.0,5.0,26.0,113.8
201811,Potrero Hill,Potrero Hill,1488000.0,31,44.0,18.0,22.0,106.8
201811,Presidio Heights,Presidio Heights,3573000.0,8,18.0,7.0,11.0,102.8
201811,Presidio National Park,Presidio,1350000.0,1,2.0,0.0,28.0,100.0
201811,Presidio Terrace,Inner Richmond,2425000.0,6,5.0,0.0,16.0,106.1
201811,Rincon Hill,Financial District/South Beach,1098000.0,94,167.0,114.0,59.0,101.4
201811,Russian Hill,Russian Hill,1838000.0,28,66.0,44.0,30.0,103.8
201811,Seacliff,Seacliff,3600000.0,5,6.0,2.0,15.0,112.6
201811,Sherwood Forest,West of Twin Peaks,1738000.0,4,9.0,4.0,61.0,102.3
201811,Showplace Square,Mission Bay,681000.0,1,1.0,1.0,8.0,124.0
201811,Silver Terrace,Bayview Hunters Point,889000.0,8,16.0,10.0,15.0,115.0
201811,South Beach,Financial District/South Beach,1020000.0,115,198.0,118.0,28.0,101.5
201811,South of Market,South of Market,918000.0,235,346.0,204.0,37.666666666666664,102.03333333333335
201811,St. Francis Wood,West of Twin Peaks,2525000.0,5,4.0,3.0,48.0,101.3
201811,St. Mary's Park,Bernal Heights,1235000.0,7,11.0,5.0,14.0,111.2
201811,Sunnydale,Visitacion Valley,575000.0,1,2.0,2.0,17.0,127.8
201811,Sunnyside,West of Twin Peaks,1320000.0,28,33.0,7.0,23.0,111.2
201811,Sutro Heights,Outer Richmond,1712000.0,5,4.0,1.0,32.0,107.4
201811,Telegraph Hill,North Beach,1610000.0,16,23.0,15.0,26.0,100.3
201811,Tenderloin,Tenderloin,675000.0,5,5.0,3.0,24.0,101.4
201811,Union Street,Marina,1608000.0,16,18.0,9.0,19.0,107.1
201811,University Mound,Excelsior,1288000.0,9,9.0,2.0,15.0,129.0
201811,Upper Market,Noe Valley,1725000.0,10,16.0,6.0,19.0,108.9
201811,Visitacion Valley,Visitacion Valley,906000.0,20,19.0,7.0,20.0,111.5
201811,West Portal,West of Twin Peaks,2140000.0,14,18.0,6.0,17.0,106.5
201811,Western Addition,Western Addition,956500.0,7,9.0,7.0,39.5,103.44999999999999
201811,Westwood Highlands,West of Twin Peaks,2200000.0,3,3.0,1.0,14.0,109.2
201811,Westwood Park,West of Twin Peaks,1751000.0,4,3.0,0.0,17.0,128.8
